school_number,grade,charter,pass
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
62,Grade 5,0,0
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,1
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 3,1,0
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,1
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 4,1,0
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,1
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
63,Grade 5,1,0
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,1
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 3,0,0
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,1
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 4,0,0
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,1
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
64,Grade 5,0,0
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,1
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 3,0,0
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,1
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 4,0,0
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,1
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
66,Grade 5,0,0
67,Grade 3,0,1
67,Grade 3,0,1
67,Grade 3,0,1
67,Grade 3,0,1
67,Grade 3,0,1
67,Grade 3,0,1
67,Grade 3,0,1
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 3,0,0
67,Grade 4,0,1
67,Grade 4,0,1
67,Grade 4,0,1
67,Grade 4,0,1
67,Grade 4,0,1
67,Grade 4,0,1
67,Grade 4,0,1
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 4,0,0
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,1
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
67,Grade 5,0,0
73,Grade 3,0,1
73,Grade 3,0,1
73,Grade 3,0,1
73,Grade 3,0,1
73,Grade 3,0,1
73,Grade 3,0,1
73,Grade 3,0,1
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 3,0,0
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,1
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 4,0,0
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,1
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
73,Grade 5,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 3,0,0
75,Grade 4,0,1
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 4,0,0
75,Grade 5,0,1
75,Grade 5,0,1
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
75,Grade 5,0,0
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,1
76,Grade 3,0,0
76,Grade 3,0,0
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,1
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 4,0,0
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,1
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
76,Grade 5,0,0
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,1
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 3,0,0
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,1
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 4,0,0
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,1
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
81,Grade 5,0,0
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,1
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 3,0,0
83,Grade 4,0,1
83,Grade 4,0,1
83,Grade 4,0,1
83,Grade 4,0,1
83,Grade 4,0,1
83,Grade 4,0,1
83,Grade 4,0,1
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 4,0,0
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,1
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
83,Grade 5,0,0
